,codeid,label,type,uuid
861,C0060,inquisitor of heretics,CONCEPT,289f6fe6-c62e-4c13-9dc7-06c14a1eba2f
862,C0010,inquisitors of heretical depravity,CONCEPT,9491ad73-5ad3-4f59-98ae-d53584e6949c
863,C0078,document (notarial),CONCEPT,9015f3a5-efd4-418b-b342-9c7ebb0e967f
864,C0097,deposition,CONCEPT,abd53a79-3f7e-4066-99da-b29306ce6336
865,C0074,deposition,CONCEPT,4318e087-51c9-4981-a444-c6f44c23037c
866,C0172,male,CONCEPT,a86a2b57-a4cd-45e0-92e2-a94e68b26d7e
867,C0035,lies,CONCEPT,c7b03fae-9a61-466a-beea-d41208414367
868,C0034,lies: one must not lie,CONCEPT,d6840aca-ce1a-411c-983c-53ccf047918b
869,C0141,knight,CONCEPT,dc4095d1-d423-49f8-843f-1eae860a8827
870,C0109,miracles,CONCEPT,a063b3bc-9410-417e-ba8c-60e868642579
871,C0137,gift,CONCEPT,f2460a7a-b8d3-4845-9c1b-dfd4f77e34a5
872,C0138,little gift,CONCEPT,4d290671-f1ee-4e6f-bb7f-55e09061c057
873,C0105,nobody,CONCEPT,a7763219-c81d-4f19-aac8-90d0353de223
874,C0233,whoever / anybody,CONCEPT,aa35677a-c8bc-4cdb-ac8b-64f2e3845e82
875,C0104,nothing,CONCEPT,14fe32bb-5f65-41c8-9e79-ec24c93bcc20
876,C0216,more,CONCEPT,5a341361-7271-4991-a861-29bbd69d6af9
877,C0106,worth nothing,CONCEPT,a647e09a-1e19-4d56-a983-e6a798a5b037
878,C0190,not,CONCEPT,e1eaa12e-bbd5-478d-8d62-ea141b457a75
879,C0170,not profitable,CONCEPT,f559b396-326b-4e8e-9b05-998bacb1fd2b
880,C0168,not profitable to the soul,CONCEPT,596ed452-3e21-4b0f-a027-7e99178dbc29
881,C0062,notary,CONCEPT,ed97013f-1108-4afe-9f2d-2619dc6b75be
882,C0063,public notary,CONCEPT,e2840d4d-d6a7-4d05-9038-dbcbf798e488
883,C0077,obligation,CONCEPT,06982aaf-291b-4a1d-bc5d-7c9ee7d3e94e
884,C0088,offering,CONCEPT,22bd1fde-f1af-403c-99f3-72aea873fab0
885,C0086,offerings made before the images,CONCEPT,3840dd3b-d5a6-4d1c-9507-0d272e093871
886,C0131,office [of inquisition of heretical depravity],CONCEPT,cde59a15-3f33-4b42-85ef-f334baa361ec
887,C0004,office of inquisition,CONCEPT,9fcb0d69-097c-4de8-b646-9f8390e94efa
888,C0005,office of inquisition of heretical depravity,CONCEPT,15ae103d-2c77-4c6a-945d-df8cbafa44c4
889,C0031,prayer,CONCEPT,19e63fbd-f7d9-40b4-9c80-a1a8c687a31b
890,C0023,prayer: no believer should pray to God,CONCEPT,ce9778a0-8c7f-40da-b351-1e63e9dcf09a
891,C0115,"prayer: one should pray only to God, not the saints",CONCEPT,5c5b4bae-ea0f-406a-82bb-12bac0e17f51
892,C0025,prayer: only heretics can pray Pater noster,CONCEPT,eb8ea4dd-65bb-4752-ae68-bbafca3a19ed
893,C0162,Order of Carthusians,CONCEPT,82f24fc3-2371-4e38-9287-61fba8f004b1
894,C0150,Order of Cistercians,CONCEPT,d6b04a5f-266f-4214-842b-145da24e3f78
895,C0149,Order of Carmelites,CONCEPT,f8c241f8-6f99-4769-a089-aa983353e309
896,C0103,Order of Saint John (Knights Hospitaller),CONCEPT,b527d156-dc1f-49b4-8b52-98d462dd67b5
897,C0140,Order of Friars Minor (Franciscans),CONCEPT,e65e5daa-adad-4514-b033-0f8631c256ad
898,C0155,Order of Friars of Saint Mary,CONCEPT,86fd16a0-0e36-43bb-a0a0-b5825501198a
899,C0154,Order of Hermits,CONCEPT,978d8a40-985f-49e9-b31c-6b89dfd9fda6
900,C0157,Order of Humiliati,CONCEPT,bd010d3e-2b2c-4fdc-9ff4-b4dd8934b7bc
901,C0156,Knights of Saint Mary,CONCEPT,9cfc2df7-08f2-4d55-806b-805204c00f8d
902,C0153,Order of Penance,CONCEPT,6c2c91ff-9f04-4f64-b0e6-0df32db808dc
903,C0158,Order of Praemonstratensians,CONCEPT,ffe8a589-0e4e-47f1-a81f-da50179ad72a
904,C0059,Order of Preachers (Dominicans),CONCEPT,6208b57d-042b-4790-abb4-dd31687cee1f
905,C0151,Augustinian Friars,CONCEPT,f986a528-a6b7-486b-91a6-f8fd030159f0
906,C0159,Order of saint Benedict,CONCEPT,52de3005-df80-44ff-8b22-93c567b9caa8
907,C0152,Order of Servites,CONCEPT,6f5e4f50-a9f4-4d3e-9f61-5fa92341a692
908,C0079,kiss of peace [Cathar],CONCEPT,3747c7fe-0b2e-4705-82c4-56f390a83eb2
909,C0120,bread,CONCEPT,496d0788-2c72-4b03-8ddb-e4b7beccf2ea
910,C0136,blessed bread,CONCEPT,bb047375-17ed-4cf1-be14-0803309e2610
911,C0183,holy bread: only bread,CONCEPT,12c22b58-ca60-4ba5-9fa8-b2cabe8e4b87
912,C0128,money,CONCEPT,6a970b7d-6ca6-448d-bc20-996f5976cffc
913,C0198,imperial pounds???,CONCEPT,738d253d-76de-4f35-96d1-616858bd20c5
914,C0129,money: loan,CONCEPT,f4667f44-8247-4a32-bda5-a0ad21fc911c
915,C0038,penalty,CONCEPT,034ed6d4-4d06-48fd-a020-26ae26177960
916,C0044,penalty: prison (type undefined),CONCEPT,0e91d46e-5f35-46d9-864a-915026e1ecc4
917,C0224,penalty: prison (type undefined),CONCEPT,bdb5a01b-ca0c-4a54-88fb-0cf0a14b7541
918,C0039,penalty: crosses,CONCEPT,c3b25e1e-6567-4be1-9450-6cfdec22a1a5
919,C0041,"penalty: crosses (double, i.e. two on each side)",CONCEPT,aec397a7-91eb-4e4c-b5ab-5a638e4b91e7
920,C0040,"penalty: crosses (simple, i.e. one on each side)",CONCEPT,a053d77f-4a56-40d5-9859-ef99deba15c1
921,C0071,"penalty: cross (singular, front side only)",CONCEPT,b34cabc9-ed00-4367-8ac6-61485f196664
922,C0134,"punishment: cross (1 palm in length, over the shoulders)",CONCEPT,ef7546c1-afc8-414d-9043-8260c0187e83
923,C0135,"punishment: cross (2 palms in length, two digits wide, front side)",CONCEPT,5d1aec08-d782-4dea-bbae-5e95f0ef0f1b
924,C0142,punishment: two crosses,CONCEPT,623553d8-3e4b-4247-9362-7135c1b905db
925,C0048,penalty: exhumed,CONCEPT,93aba7f0-0491-4acb-8e2f-98f507400147
926,C0049,penalty: exhumed and burnt,CONCEPT,57a79c7e-1af1-4741-81f0-a05caeb850cf
927,C0050,penalty: [red] tongues,CONCEPT,7b4fb09d-0456-4395-ba8f-b822c6bece4f
928,C0133,punishment: penitential stay (in a location),CONCEPT,c9db3882-f95d-48df-8a3c-11614b893cd0
929,C0045,penalty: open prison,CONCEPT,c2c1834f-4775-4c15-a9f7-8a0807c4e043
930,C0046,penalty: solitary imprisonment,CONCEPT,1beaeadb-4244-45f2-a7b7-4fe524870eaa
931,C0058,penalty: maintain a pauper,CONCEPT,cb6ad682-4e79-4e25-8c07-ebb7b1d9aeb1
932,C0042,penalty: pilgrimage (or otherwise unstated penitential journey),CONCEPT,da2dc7a2-6857-4623-bdbb-bb903e1c89f5
933,C0047,penalty: released to the secular arm,CONCEPT,47fb6ead-9ece-499b-ac9d-3ad2bc8ef755
934,C0080,penalty: maintain a priest,CONCEPT,1cbbf904-05d6-4db6-9ad8-a42d32e27068
935,C0043,penalty: visitation,CONCEPT,98a4f30f-b93e-4af1-b253-4b686472aba3
936,C0087,punishments,CONCEPT,2ea94b20-0d6b-4084-8ae1-77f853430796
937,C0145,penance,CONCEPT,caeb6741-a0f1-4c76-b9d4-c5ee7dffd480
938,C0017,pilgrimages,CONCEPT,ff69ad96-d4a6-4374-8f28-11b8d4052b96
939,C0180,,CONCEPT,dc19fbb4-489d-40e9-a55a-8f02a4c424ce
940,C0130,prescript,CONCEPT,22dec1c7-fdce-4bf5-83aa-94284efe1637
941,C0061,preaching,CONCEPT,69fb30ae-b75b-4273-9453-6ee54990ea7d
942,C0100,presentation of witnesses (deponents against sb),CONCEPT,72c367bd-6dc2-404c-8c39-527b14b222a6
943,C0191,profitable,CONCEPT,c02ec6de-c263-407f-b844-3da6fc9984e2
944,C0096,response to the accusation,CONCEPT,6d484aa8-1dc4-4c75-98bc-5de5eb3c9e8c
945,C0194,priest,CONCEPT,9649cc11-16ed-4ad4-bed7-30be01f04746
946,C0108,priest: they do not have any special power above that of ordinary laypeople,CONCEPT,2554335b-a0aa-4467-8bd9-3418831ba93e
947,C0018,sacraments,CONCEPT,89147feb-1c6f-476b-9930-b729fa12bc7c
948,C0229,sacrament,CONCEPT,15331e08-c5f9-49d2-86a2-0f1f7865e897
949,C0176,sacraments are not profitable,CONCEPT,c709bd59-ee8b-463a-a60c-db40f92ec1de
950,C0174,sacraments are not profitable to man's soul,CONCEPT,0bb1a2e9-6c46-425e-860b-b01ec2003ef3
951,C0090,sacrament of the altar,CONCEPT,ab56ac81-a0e5-4ae8-9094-e5016867aee8
952,C0091,sacrament of the altar: is only bread,CONCEPT,c6e599b7-bd89-44d9-bd79-f57cb35d6bb7
953,C0107,sacrament of penance,CONCEPT,30f1cd57-f492-47be-a1b4-c73dfd575fdd
954,C0116,sacrament of penance: nothing worth,CONCEPT,95a484fe-6a81-451b-ad5c-8dc19a3a2f6e
955,C0015,holy Church,CONCEPT,c69804a9-0922-4a56-a88f-76188a89f7a1
956,C0102,saints,CONCEPT,119d5a9a-389d-4308-b67d-7922bc5cd7e3
957,C0075,sentence,CONCEPT,0df18753-2eb0-4124-9a84-b405e26bd21f
958,C0013,seven sacraments,CONCEPT,dc082219-a8fc-4837-9e67-bd4f1684ba45
959,C0117,seven sacraments: are nothing worth,CONCEPT,6e2b1342-d957-4dca-8072-56b357c0db14
960,C0195,sir,CONCEPT,8ef3b448-9009-47bb-9f02-e9dc18389325
961,C0188,without,CONCEPT,e3cec012-6f47-4a4a-bbd2-cf702a9be935
962,C0167,without effect/of no effect,CONCEPT,5fcd06e9-9184-42d8-adff-d605620bb273
963,C0186,only,CONCEPT,7ac90ee4-0fa9-481c-a73a-3f444b15431a
964,C0112,Holy Spirit,CONCEPT,11fc5e7f-fea5-413d-98cb-ce71ebdbb69c
965,C0065,public notary,CONCEPT,f8360bb0-c0d8-4e87-9845-254e6c128b7a
966,C0064,notary,CONCEPT,f4b2e2aa-a256-49c5-af90-fc15dc82ec88
967,C0166,period of grace,CONCEPT,6ae19a83-eeb3-4d79-8a34-f4cbd4856d08
968,C0012,witness [i.e. deponent],CONCEPT,d854e847-e477-4d93-96b1-5dc43f1b4e00
969,C0144,witness [i.e. assessor],CONCEPT,8079ccb0-dce8-408d-8b7a-22ed770e3389
970,C0021,fear,CONCEPT,49ce86b1-2114-43ea-84ff-b1b15a9614d4
971,C0113,Holy Trinity,CONCEPT,6ef5bbe7-f4e3-464e-9ec3-0f8e6add68b8
972,C0083,Waldensians,CONCEPT,d5fe02ad-cf6e-4dd7-852a-e5aa1f8e44ae
973,C0008,Waldensian,CONCEPT,e0a6d659-79b4-4552-8029-2a229b6dc05d
974,C0009,Waldensianism,CONCEPT,7c1a154f-3860-47a3-a934-993e4ca2d537
975,C0192,veneration,CONCEPT,1e21a601-cee7-48b1-afe3-87ab42586337
976,C0178,worship of the saints,CONCEPT,ed5b0554-43da-4e8b-a568-f9b535dd9d7d
977,C0179,worship of the saints: not profitable to the soul,CONCEPT,8ea2d634-3729-4f40-a752-69c907d1d892
978,C0197,truth,CONCEPT,3588a2e3-49f0-4474-ba9d-a850d511a5c8
979,C0118,wine,CONCEPT,5545d204-98e7-4f3a-b7a5-e13cdbbd8822
980,C0147,guarantor,CONCEPT,9bcfeef0-23a3-41a6-835b-1a64e7d5b170
981,C0199,sacrament of matrimony,CONCEPT,060de8ab-5d33-4c4e-ada4-2f790af9408c
982,C0200,sacrament of baptism,CONCEPT,26b08846-df2f-4e8f-a2ae-9e4f2d890769
983,C0201,sacrament of confirmation,CONCEPT,1536a916-7a34-41c1-8ad6-5b5af2554514
984,C0202,sacrament of baptism: nothing worth,CONCEPT,a2101cdc-ef88-4931-b3c1-2359183793c7
985,C0203,sacrament of confirmation: without effect,CONCEPT,c2ffdc34-e839-4350-ae89-22319541e603
986,C0204,marriage: not necessary to solemnise in the church,CONCEPT,5a79f43d-b714-4180-a600-8707402e0f97
987,C0205,confession: only to God,CONCEPT,a38ca1e6-23b3-46cd-95f4-216d01df16b2
988,C0206,confession: to good priests it is good and profitable,CONCEPT,c2fa2336-8c14-4af8-8852-7f0146ab1b39
989,C0207,confession: to bad priests it is not good and not profitable,CONCEPT,fde8c55c-efd4-4514-af2f-180762b1ea14
990,C0209,evangelist,CONCEPT,1dec0d7d-9fd7-472c-826b-ff2c14720075
991,C0210,sacrament of matrimony: no effect,CONCEPT,79a16603-5c69-42c3-a012-331a23ec3d8b
992,C0211,sacrament of extreme unction,CONCEPT,a02348dd-2ed2-40dc-96eb-7b8f650b25fe
993,C0212,sacrament of extreme unction: worth nothing,CONCEPT,c93b9430-d654-4d1f-a7e8-36511b56ef90
994,C0213,cap / bonnet,CONCEPT,bddbf609-d1a9-49e2-adc7-6dbc2a21d4cd
995,C0214,little cap / bonnet,CONCEPT,e39eabff-162b-4442-988d-eb59ce587ba2
996,C0215,Waldensians are good men,CONCEPT,e2afe7e2-7b97-483f-a6d1-04603b385fce
997,C0217,fish,CONCEPT,8fccc593-ea72-4ce7-ac03-8fb5584c32db
998,C0218,death,CONCEPT,9fa48dfa-23e5-49eb-8648-67274068aa20
999,C0219,pilgrimages: waste of money,CONCEPT,96b1628e-7477-41f9-abe6-6eb9e612f278
1000,C0220,purgatory,CONCEPT,1c8fc37f-b1d8-4dcf-b325-b7346b71ec9d
1001,C0221,prayers of purgatory,CONCEPT,11560977-eb9d-4686-a623-67b82a0dae77
1002,C0222,purgatory: doesn't exist,CONCEPT,131afe0b-5e91-4fbd-b590-ea17efd152fe
1003,C0223,location: where,CONCEPT,31b2c2be-2d3e-4f07-ac33-fa90a7bfa24e
1004,C0225,men,CONCEPT,c2da343c-ccfa-4292-a20a-5b9fc6fa038e
1005,C0226,women,CONCEPT,5b0ac462-b30b-4bb2-9a50-4cfff2fb85c6
1006,C0228,depositary,CONCEPT,1bc507c8-5240-4bfa-941a-586abb6b9e1f
1007,C0230,location: same,CONCEPT,0b6ec624-1076-41b5-b155-4c86803c7961
1008,C0231,only heretics can save,CONCEPT,24e3ac8d-b417-4b5d-8a29-f0325c63fc61
1009,C0232,Christmas,CONCEPT,08defccc-35c5-49d5-a663-a0880d46b71e
1010,C0234,sex,CONCEPT,38969a9f-6e2f-4dca-b5a4-4322dc7f631d
1011,C0235,idolatry,CONCEPT,0969319c-9cf2-481a-8b5b-468f36ae7b4f
1012,C0236,worship of saints: only idolatry,CONCEPT,b9688b80-c03c-40b1-8357-255786113e3c
1013,C0237,pilgrimages: only idolatry,CONCEPT,539bb2ae-e72b-45c9-abd2-2fcd279c0b47
1014,C0238,offerings made before the images: waste of money,CONCEPT,43ce666b-1f2a-4c4b-91b5-21837aa05e75
1015,C0239,letter / letters,CONCEPT,f79a2c82-93ea-4993-aead-f9018e6eb120
1016,C0240,"worship of saints: not to be done in church, saints are only in heaven",CONCEPT,9aa0b11a-9c91-457c-a65f-ce8e55e1b895
1017,C0241,heaven,CONCEPT,9a1e8144-b727-41f3-a184-24a30856fc66
1018,C0242,receiver of heretics [Cathar Good Christians],CONCEPT,1ce8827c-5142-4f30-b65d-253794dafcf8
1019,C0243,host of heretics [Cathar Good Christians],CONCEPT,3a50e79c-3971-4f21-a0da-d8d0102c680a
1020,C0244,guide of heretics [Cathar Good Christians],CONCEPT,261f8c2c-234c-439f-b3c4-3150960ae7d0
1021,C0245,faidit (i.e. lord banished during the Albigensian crusade),CONCEPT,7a67b455-5b84-4281-a815-e49ca5b7af6b
1022,C0246,messenger of heretics [Cathar Good Christians],CONCEPT,b31c2008-d895-4d11-aad7-7670a182cac3
1023,C0247,servant,CONCEPT,05aaac4f-aa04-473c-b090-bf7df9f82fff
1024,C0248,handmaiden,CONCEPT,f0ae457c-1eee-44fb-bf5c-0aa94cf68b61
1025,C0249,God: is only in heaven,CONCEPT,6d7f1686-789d-4372-93bb-aec19c244290
1026,C0250,marriage / matrimony,CONCEPT,2d36fdc2-01be-4f46-959f-3c43964123a4
1027,C0251,baptism,CONCEPT,a0203429-25c3-416b-bc4a-a82c2f1c6e49
1028,C0252,confirmation,CONCEPT,520e29eb-4927-4ed7-93f0-fe070425be2c
1029,C0253,receiver (i.e. houser),CONCEPT,7ff3b349-29df-4b1b-8f78-c21a1cc4c643
1030,C0254,host,CONCEPT,20577832-9c1e-4673-b37a-202f1a29266e
1031,C0255,guide,CONCEPT,05ae15b4-c032-4530-b72d-7faa0bb73525
1032,C0256,messenger,CONCEPT,258d10bd-26bd-4875-8a83-9adf581d7fe3
1033,C0257,receiver [of heretics - Cathar Good Christians],CONCEPT,4c1c13ad-5f11-469f-8eb9-bf81b425d9fe
1034,C0258,host [of heretics - Cathar Good Christians],CONCEPT,453271eb-8b85-46e7-9244-a9ec42345834
1035,C0259,guide [of heretics - Cathar Good Christians],CONCEPT,c6b310f1-0fd0-4cb3-8548-97ea91f33c04
1036,C0260,messenger [of heretics - Cathar Good Christians],CONCEPT,bb57d872-8dab-4bcd-8f53-a1a38998b9e1
1037,C0261,oath,CONCEPT,e9ef96bd-6f32-47aa-af61-dc30a6fdedd1
1038,C0262,oath: one must not swear,CONCEPT,a64a8990-714e-4e94-969a-2c88306f3642
1039,C0263,the gospel,CONCEPT,23699694-356f-41e2-b56c-e38c1f920c97
1040,C0264,host of Valdensians,CONCEPT,fa25d802-999f-4f9a-8320-56e4a5ab231f
1041,C0265,host [of Valdensians],CONCEPT,62b4e2c8-d6cf-4e40-9130-e91f06c3f7cd
1042,C0266,leek,CONCEPT,959de19d-523c-4d8e-b299-c28d7bd434e2
1043,C0267,wheat,CONCEPT,b7ae938b-0564-461b-8794-8ca066e78e57
1044,C0268,heretics are the better men of the world,CONCEPT,ebb1b04c-048a-4c1c-a682-a55446222ff4
1045,C0269,comestibles,CONCEPT,38127dec-c7e8-492f-95fb-e6cd8343f6ed
1046,C0270,food,CONCEPT,4873f63d-ca5b-42c7-a6c7-119505d46572
1047,C0271,drink,CONCEPT,8f7c90c3-f0e1-49c5-8a88-563c053ea8f8
1048,C0272,believers of the heretics,CONCEPT,f3186165-474f-40ce-8904-8daed83b58f1
1049,C0273,believers [of the heretics],CONCEPT,bcbaa094-35e1-4ab2-9355-40c9b174be81
1050,C0274,nuts,CONCEPT,9b1ea618-d602-4d95-a2ab-e6da52cb189d
1051,C0275,infirmity / illness,CONCEPT,65fe9c58-f596-4fb0-854e-effddf686fac
1052,C0276,priesthood,CONCEPT,473cab64-a3be-4374-aa9f-dcfad8dadb31
1053,L0001,Gourdon,LOCATION,5a57ae39-9146-499a-8dda-de4508f5a807
1054,L0002,Agen,LOCATION,2da747cf-6ed4-469e-a875-6cf89dd050f4
1055,L0003,Albi,LOCATION,899780d9-a7e6-424d-85a4-fe02d775b6b8
1056,L0004,Almont,LOCATION,6dd01295-4c71-43b3-9375-b12ae8802295
1057,L0005,Aussac,LOCATION,6ec350b4-8f0a-40a7-9647-28ab762bff38
1058,L0006,Aussac,LOCATION,8176e7d8-e02f-4e8e-833a-6bfd22a549c9
1059,L0007,Badafol,LOCATION,75d60922-d564-48f6-bae5-504793f5ecd1
1060,L0008,Beaucaire,LOCATION,55f1168d-f687-4501-b794-c93045f0ad9b
1061,L0009,Belbèse,LOCATION,fded6b06-e509-4047-bcdf-e46a945f9355
1062,L0010,Belcastel,LOCATION,fed7afbe-4e8a-412f-8dc9-8a7a8929c481
1063,L0011,Belfort,LOCATION,ba4a25d6-dab1-49af-a039-54b6eb1c4825
1064,L0012,Belvèse,LOCATION,a31ee6e3-0c9c-4f17-ac2b-a51d4a3aaf10
1065,L0013,Bergogne,LOCATION,6897c76e-6dfc-48ee-8aae-080c2f12201c
1066,L0014,Bernadi,LOCATION,f5973bf6-a440-4656-a2d9-0a34619850f5
1067,L0015,Bouloc,LOCATION,55ceb6cd-0903-4770-b803-0c1f649e4ab6
1068,L0016,Le Bourg,LOCATION,862772b3-3036-4362-bd26-a4cade46da56
1069,L0017,Bournac,LOCATION,f0719ec0-902a-4315-a04a-e8b0eac7e05f
1070,L0018,Lhospitalet,LOCATION,7a6ef893-fe64-46fb-a064-d3bfbf8adc32
1071,L0019,Lasmartres,LOCATION,a78f1ab8-3ddb-4412-80d3-318f91ec50be
1072,L0020,Bérens,LOCATION,df7c60c1-0fd9-4feb-b071-49ecfe367409
1073,L0021,Brixol,LOCATION,d90548ae-44e7-4faa-9bb5-f51ef268877e
1074,L0022,Gourdon region,LOCATION,16ff2712-4628-4e9c-905c-d73c6e00c6f6
1075,L0023,Castle of Bertrandus de Gordonio,LOCATION,1dad2713-833b-468b-872a-7c2bf888417b
1076,L0024,House of Bertrandus de Gordonio,LOCATION,6027a759-6099-4618-a130-615f3ca40190
1077,L0025,Le Puy-en-Velay,LOCATION,5d262383-5435-431c-a2a6-cb088132dc50
1078,L0026,Saint-Gilles abbey,LOCATION,b93e978c-adbf-448d-9bb5-d87ffeada48b
1079,L0027,Santiago de Compostela,LOCATION,04479f74-2dcb-478a-9712-9518bb884cd9
1080,L0028,Notre Dame du Puy-en-Velay cathedral,LOCATION,c52f74cb-9570-4c35-8ebb-3181dfdb1d7a
1081,L0029,Saint-Gilles,LOCATION,20e6a756-12ab-40ea-918c-7225b8f2a9bb
1082,L0030,Santiago de Compostela cathedral,LOCATION,79761e7c-8a78-44ef-967d-5875e60494f3
1083,L0031,Ovideo,LOCATION,61e585d8-f46c-48e7-a33d-d3f6f547d2b9
1084,L0032,San Salvador cathedral,LOCATION,8c59b68e-c4ee-4e7b-932b-ebdb76a5007a
1085,L0033,Limoges,LOCATION,90a124e0-ba1a-4850-9edd-7182439b7ddd
1086,L0034,Saint-Martial abbey,LOCATION,2c2e6838-a051-4fd4-8875-5ad6c0d89d99
1087,L0035,Saint-Léonard-de-Noblat,LOCATION,d2687e1b-9fcb-4280-bc50-4c0312bf5eed
1088,L0036,Saint-Léonard-de-Noblat abbey,LOCATION,eaffb8d8-8194-403b-b97b-9099a15bebc4
1089,L0037,Saint-Denis,LOCATION,1354002d-13db-4572-8758-640ef0832f70
1090,L0038,Saint-Denis abbey,LOCATION,1ce968c6-d061-4ac9-97cf-1a9a40c48f9d
1091,L0039,Canturbury,LOCATION,d495bf30-e0e0-45cc-a48a-6523bf5abd17
1092,L0040,"Shrine of Saint Thomas, Canturbury Cathedral",LOCATION,c0b9116a-1803-470e-98f9-51b732833352
1093,L0041,Constantinople,LOCATION,dfa9ed1c-79b6-404b-be92-c1079a762566
1094,L0042,House of Guillelmus de Montegalhardo,LOCATION,3559b332-3d09-444e-b289-99c807280f9c
1095,L0043,House of Alazaicis de Laquiebra,LOCATION,e9f9ab06-9064-40fb-9277-8f82ec8fa6dc
1096,L0044,House of Guillelmus Peregrini,LOCATION,6ea8c02b-2ad8-48de-9773-8d39bff161c8
1097,L0045,Barn of Petrus Peregrini,LOCATION,8c3d7ade-8688-4721-a788-4475322b7cfc
1098,L0046,House of Petrus Peregrini,LOCATION,2906b137-66e9-4f32-b1d7-ead156c24be3
1099,L0047,House of en Rochas,LOCATION,7ff88e08-0da3-41f9-b1cc-2053c2eb0b67
1100,L0048,House of Bernarda and Guillermus Cassa,LOCATION,03cc4130-8e40-400a-a725-d98e6965af3a
1101,L0049,House of Coxunta,LOCATION,d03bda3f-23af-4b51-92ba-62ec0ef3c75e
1102,L0050,House of Bertrandus de Braulens,LOCATION,2aa876d3-c0d3-4a08-a842-8fe63e9f062b
1103,L0051,House of Gaubert de Mosati,LOCATION,12300f2a-df6f-475d-b977-175c88ff95a4
1104,L0052,House of Guillelma da Vina,LOCATION,c860b242-7ce8-4ec4-b9fa-e825b43355c5
1105,L0053,House of Guillelmus de Naperier,LOCATION,74f9081a-ee02-4d2f-81cc-621f48f42812
1106,L0054,"""Batut"" of Petrus de Lacomba",LOCATION,39ba1597-ec2f-4410-9d4e-73b783c73da0
1107,L0055,House of Gaubert Gautier,LOCATION,5e76fc11-8a7a-4559-9ecd-97f338bcb58a
1108,L0056,House of Stephana,LOCATION,518d6418-edad-438a-9de1-a2b56c43383c
1109,L0057,House of Ricarda,LOCATION,2f12170e-654d-43a6-b67c-725dcb369796
1110,L0058,House of Amalvinus de Fenelor,LOCATION,fc3251ad-4e40-46c5-956f-5a0d4da39fe7
1111,L0059,Milhac,LOCATION,4763f925-21a1-4473-ba85-9c79c7a1ef32
1112,L0060,Castle of Fortanerius de Gordonio,LOCATION,8d6acc20-8cd5-4b6a-aa3b-06aff0bfc95d
1113,L0061,Toulouse,LOCATION,cf6fc14b-c089-48b4-9679-ad44cfca63cb
1114,L0062,"House of Raimiunda, widow of Ranulphus de Golema",LOCATION,0a118d40-abde-4210-856a-e85f76666de5
1115,L0063,House of Bernardus Bonaldi,LOCATION,20bdd514-a335-49e2-94fd-bddb50e59cd0
1116,L0064,House of Guillelmus de Eisses,LOCATION,c2d0aa46-acdb-49ae-b3ca-bd2654c47167
1117,L0065,House of Guillelmus de Favars,LOCATION,27aeff5c-d271-4b3f-b196-63bf4c883926
1118,L0066,House of Luxia,LOCATION,6b27c9c8-3c75-4756-bc1f-7bcf22002668
1119,L0067,House of Poncius Archaubal,LOCATION,c2eebb5d-8a82-4e2e-b4f4-43df980dbc03
1120,L0068,House of Stephanus de la Comba,LOCATION,f5c82375-dddc-41e7-9b40-fb47d1d847a9
1121,L0069,House of Na Guias,LOCATION,3f8fae2f-b8e9-497b-a0a1-b10a2cae7aa4
1122,L0070,"House of Petrona, wife of Raimundus Joannis",LOCATION,a7b53f68-6258-4030-939d-724922c56d7a
1123,L0071,House of Bernarda Rubea,LOCATION,6ffa9b17-4296-405f-96bf-1c77036020e2
1124,L0072,"House of infirm person, known to Bernarda Rubea",LOCATION,206b2e77-c614-4506-bad9-b52c6771c1ed
1125,L0073,House of Guillelma de Via,LOCATION,b8fadd05-7897-445a-ad28-ec577121fa7b
1126,L0074,House of Guillelmus de Hospital,LOCATION,f5e84c17-4a85-4555-8cda-e40a4145ad3a
1127,L0075,Villeneuve (quarter of Gourdon),LOCATION,6ac2c18c-090a-43b4-8b2d-e6f06facbbc3
1128,L0076,La Riviere,LOCATION,332bf21e-ab7d-4944-8011-05a69dc2a879
1129,L0077,House of Geralda de Riberia,LOCATION,cae5fab1-3723-4239-8cc2-0bde99b75cd7
1130,O0001,100 solidi Ranulphi den Golesma,OBJECT,feaaf333-f523-4586-91cc-de20487637d1
